embedding_model,reduction_method,cluster_method,level,FM,Rand,ARI,AMI
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,19,0.20274991709664814,0.8188280137916735,0.10173036159458372,0.25735821845492896
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,58,0.1478819742514433,0.9180951292747973,0.09142205402941411,0.3247599845924747
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,169,0.10437746334259321,0.9628996232056878,0.06465084913410463,0.2973110929032055
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,517,0.0834640055959207,0.9872990010278043,0.0504882724983913,0.19655689318615194
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,7,0.19832310332768915,0.8269420019499364,0.06463067816168189,0.38553489497402316
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,19,0.34621800357411553,0.945870397595141,0.27814658713110846,0.5069931944115353
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,58,0.18913961809018592,0.7374462018945639,0.060099567059543474,0.4192497202684301
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,169,0.11352189100302743,0.5991299461921038,0.015531975063930132,0.27987781952593194
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,517,0.05013257678124577,0.4266005921609084,0.0021136704133973344,0.13224578443575288
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,7,0.5681976338630477,0.7245924122966247,0.3688397302939598,0.5606995528397707
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,19,0.33658982442410496,0.6842191840143288,0.14927922562576665,0.4958769147176122
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,58,0.21786630266531729,0.7404795716827449,0.07452205132742605,0.4697546967608235
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,169,0.19405549520448334,0.933553504874117,0.09529176226020307,0.512461923377691
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,517,0.1580176471770802,0.9756909421986967,0.07135658188312392,0.3927870366069262
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,7,0.3524196827476311,0.41035353823648724,0.011499209627815378,0.03339603499179364
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,19,0.14059656938919657,0.7363247171716129,0.01999928163274335,0.11748771567789469
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,58,0.07673427238150912,0.8292148682922886,0.01389355143719272,0.15079723658577457
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,169,0.04857796819186137,0.8069740889502839,0.00519119051532393,0.13426979806265718
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,517,0.026756503943248158,0.905925727964229,0.0037469130091513153,0.09024082695546452
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,7,0.17182173461150177,0.8250514312852912,0.052794456518368164,0.3968202755864078
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,19,0.38982137212279017,0.9473397701107213,0.32986419592100624,0.5864895789359491
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,58,0.18949627956745677,0.6757492870317904,0.051124239832811225,0.4075760048996615
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,169,0.112948008263419,0.5873480697776938,0.015010264200389587,0.2728159469438467
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,517,0.05086529617944726,0.6025371345810667,0.0032414136397385194,0.16102109633217923
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,7,0.44621406320813983,0.5133344597602993,0.13697706139100746,0.34520459894826605
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,19,0.35445005936944907,0.7637175545448599,0.19499250667562298,0.5540295464881088
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,58,0.24029590936695697,0.8382178165489462,0.11364142545385494,0.5548668310684621
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,169,0.2626246269728494,0.9602309020408397,0.16396636115363467,0.5773953875100554
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,517,0.20722518558033842,0.9841767938442852,0.11339385594224353,0.4440678989614466
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,7,0.3484355611040633,0.3877252949069518,-0.0003478159427866261,0.08277588116089706
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,19,0.1530649234757098,0.7910300565293352,0.04706566307067847,0.1554727403672071
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,58,0.1028940086635243,0.729815557125679,0.01662319860915756,0.2300795867578406
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,169,0.06238640976404936,0.8414368237719834,0.012117149239665965,0.20794202266166084
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,517,0.048236057755242936,0.9677400660745058,0.017438106259645557,0.1504465743755505
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,7,0.17206057272750425,0.8251484714462181,0.05099949153765817,0.3974457716597073
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,19,0.4170149134156364,0.9477804671005543,0.36565394129383894,0.6281398507722431
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,58,0.19219204633625114,0.6681610045059435,0.051348645830134605,0.42145878207770116
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,169,0.11336827438011035,0.5809159037951783,0.014904408903831495,0.2780544399542575
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,517,0.0508873986429013,0.5943621147290208,0.003180526692924284,0.16044706915169804
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,7,0.42378714793939487,0.18245376892568552,0.00011095439185586274,0.0007027894410082435
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,19,0.23936921283419307,0.06797521538491554,-0.00013534612889735685,0.0015259918500672744
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,58,0.1380236295483574,0.1267144077486372,0.002665132392606669,0.0676753253624898
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,169,0.09965174249844007,0.5716052321002255,0.011454661999796629,0.2749302034268248
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,517,0.1110811333797828,0.9532416068231649,0.035915608626193474,0.35962859301600286
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,7,0.3598083959737113,0.730964716197487,0.19038126623078364,0.3017306022477665
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,19,0.31141433075512975,0.8495880516028631,0.21318925385478885,0.4410638925926488
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,58,0.24568822702170162,0.9271365533301775,0.17403848961819554,0.5026485815916983
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,169,0.21616860559664006,0.976988720706839,0.16892760045893465,0.4735359821390464
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,517,0.19831237842309327,0.9937100863719656,0.15786805079462732,0.3402565331268227
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,7,0.17316564495875977,0.825218112032295,0.05159175216809597,0.3858220659121968
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,19,0.23816690684908373,0.0843368562314057,0.00037513125689528907,0.023705728800567427
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,58,0.13145786513260646,0.17149440779527456,0.001802576709055021,0.046576240960176575
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,169,0.11619212786939889,0.9224590511195461,0.04954323967181286,0.3224561555390841
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,517,0.032791925348250386,0.7288253623417464,0.0018633217826694527,0.08830636721307196
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,7,0.4234279384063062,0.18357715149453263,0.00012255939265814743,0.00019234295030905977
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,19,0.23885323552518886,0.07345561909702258,-2.1219118487513093e-05,0.0007996831501785881
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,58,0.13293720015087263,0.08313726221762067,0.00025228718863049406,0.009051926758415684
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,169,0.07141233153885744,0.21146241503316887,0.0005039281440841395,0.02873265280968495
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,517,0.0463652295666311,0.6934561526016477,0.0034793645924279864,0.1863078345095899
sentence-transformers/all-MiniLM-L6-v2,PCA,DC,7,0.28687551399863503,0.614022950188334,0.044529701347234676,0.12152771193975134
sentence-transformers/all-MiniLM-L6-v2,PCA,DC,19,0.16173568492999196,0.7807830864167777,0.05089708259564046,0.20499994619944895
sentence-transformers/all-MiniLM-L6-v2,PCA,DC,58,0.11133010711406731,0.7612327956826267,0.02440699159017186,0.24615938525282086
sentence-transformers/all-MiniLM-L6-v2,PCA,DC,169,0.0776898310552641,0.9234936610715941,0.030105166429768123,0.2563978654609507
sentence-transformers/all-MiniLM-L6-v2,PCA,DC,517,0.06071487862333487,0.9809587987428794,0.029773966534620225,0.1681830175839833
sentence-transformers/all-MiniLM-L6-v2,PCA,HDBSCAN,7,0.14908213010820687,0.8238625941765249,0.037133723912457846,0.2707284196978193
sentence-transformers/all-MiniLM-L6-v2,PCA,HDBSCAN,19,0.272020312356592,0.9444897765566799,0.18631001051644844,0.3550440793030582
sentence-transformers/all-MiniLM-L6-v2,PCA,HDBSCAN,58,0.12760831172294937,0.49167795678740295,0.011269551207206928,0.1093048530750452
sentence-transformers/all-MiniLM-L6-v2,PCA,HDBSCAN,169,0.04747920206768716,0.9869066634606026,0.04056058017826732,0.08383861207342663
sentence-transformers/all-MiniLM-L6-v2,PCA,HDBSCAN,517,0.0,0.9984702669513483,0.0,7.745448009678312e-12
sentence-transformers/all-MiniLM-L6-v2,PHATE,Agglomerative,7,0.4233161671050569,0.18419478357760816,0.0001984230395844523,0.000645127463669557
sentence-transformers/all-MiniLM-L6-v2,PHATE,Agglomerative,19,0.23400726593786675,0.10345323581382235,-0.00035761111821551526,0.023496752964620775
sentence-transformers/all-MiniLM-L6-v2,PHATE,Agglomerative,58,0.15936273066696366,0.465429300525525,0.021545964948868023,0.29389499213200715
sentence-transformers/all-MiniLM-L6-v2,PHATE,Agglomerative,169,0.11921463920673347,0.7564957556455761,0.024797386713070867,0.3970234101100022
sentence-transformers/all-MiniLM-L6-v2,PHATE,Agglomerative,517,0.13377813168105382,0.9683511929906233,0.0530724641529764,0.40837043540973095
sentence-transformers/all-MiniLM-L6-v2,PHATE,DC,7,0.2908146150089717,0.536087903924913,0.0077238799182870205,0.05771012307722374
sentence-transformers/all-MiniLM-L6-v2,PHATE,DC,19,0.21651853470250004,0.8505536064660042,0.13082040319622615,0.3566264024329549
sentence-transformers/all-MiniLM-L6-v2,PHATE,DC,58,0.14264213401815432,0.9047545205177054,0.08001357253738137,0.36696266762184837
sentence-transformers/all-MiniLM-L6-v2,PHATE,DC,169,0.10916073342202261,0.9546812215431146,0.06153030034170382,0.3356195548042748
sentence-transformers/all-MiniLM-L6-v2,PHATE,DC,517,0.09636737790868798,0.9869187229937939,0.057712595495045683,0.22802265014572218
sentence-transformers/all-MiniLM-L6-v2,PHATE,HDBSCAN,7,0.16861460351869093,0.8249692325607414,0.047833781949504724,0.3610726882503445
sentence-transformers/all-MiniLM-L6-v2,PHATE,HDBSCAN,19,0.34666914119295533,0.9241285809977732,0.30639489371487977,0.5533097673215733
sentence-transformers/all-MiniLM-L6-v2,PHATE,HDBSCAN,58,0.25166195106818684,0.9311411455527806,0.18289565880224157,0.4803066362450071
sentence-transformers/all-MiniLM-L6-v2,PHATE,HDBSCAN,169,0.12007342714943943,0.8323944145784312,0.03232629810811733,0.32986463834130897
sentence-transformers/all-MiniLM-L6-v2,PHATE,HDBSCAN,517,0.03891127663314109,0.13358822498283002,0.00020836845853373413,0.01733917496285571
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,Agglomerative,7,0.47339979772091695,0.4504855432993198,0.13140302650083763,0.34690107658851654
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,Agglomerative,19,0.341250586543031,0.6966214378427882,0.15687777240184647,0.4782823460181978
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,Agglomerative,58,0.2116847224436314,0.7616579726907331,0.07585376004997663,0.4558884225068731
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,Agglomerative,169,0.15191246675850772,0.8805107292732458,0.053216655565687734,0.4630731146595064
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,Agglomerative,517,0.17660128995747443,0.982304140049599,0.0922956684960278,0.401213910725286
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,DC,7,0.27033420986215695,0.6184403705335839,0.03117970069713309,0.124473566050114
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,DC,19,0.1677365812877792,0.6537058906115092,0.02224849310417689,0.13056434585687146
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,DC,58,0.09189916496110577,0.7700464741011237,0.015114871145923959,0.17055547053254316
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,DC,169,0.053427196404355795,0.8405862353529083,0.008699541820827982,0.1631493573110914
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,DC,517,0.03499318287257782,0.9439784362239253,0.008390997429691035,0.11905042237927548
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,HDBSCAN,7,0.17377764439190627,0.8252443699581928,0.05229885605050135,0.38448775644345357
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,HDBSCAN,19,0.3633898972974449,0.9468650262180279,0.2947811742522675,0.5634131975815562
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,HDBSCAN,58,0.14383482975676448,0.24809117287448418,0.00760754625462949,0.14386615396442998
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,HDBSCAN,169,0.08550796793569568,0.2309188072460319,0.003119786371992342,0.11349839923684543
sentence-transformers/all-MiniLM-L6-v2,PaCMAP,HDBSCAN,517,0.039111801910058315,0.0015297330486516414,0.0,0.0
sentence-transformers/all-MiniLM-L6-v2,UMAP,Agglomerative,7,0.42160222021052524,0.1898383348973924,0.000335405033023515,0.0012112810222088032
sentence-transformers/all-MiniLM-L6-v2,UMAP,Agglomerative,19,0.28655008752059624,0.45837919145109046,0.06485763988535373,0.35097666420594675
sentence-transformers/all-MiniLM-L6-v2,UMAP,Agglomerative,58,0.2488573494874884,0.8569193865947208,0.126846196475426,0.5593156185978964
sentence-transformers/all-MiniLM-L6-v2,UMAP,Agglomerative,169,0.25791490920133603,0.9594297949672973,0.15972401384711962,0.5898007697625468
sentence-transformers/all-MiniLM-L6-v2,UMAP,Agglomerative,517,0.22239237054506075,0.9866955371451177,0.13083933099015838,0.4602909142963171
sentence-transformers/all-MiniLM-L6-v2,UMAP,DC,7,0.3020923868045751,0.47952871209059517,-0.006951529435573047,0.08577297752953088
sentence-transformers/all-MiniLM-L6-v2,UMAP,DC,19,0.1834737667391891,0.5271818613403538,0.011981204218016742,0.16104868356348587
sentence-transformers/all-MiniLM-L6-v2,UMAP,DC,58,0.09572224603780233,0.8468612687064281,0.028842080900961912,0.2245729266802113
sentence-transformers/all-MiniLM-L6-v2,UMAP,DC,169,0.061304516817096345,0.8257814985568622,0.010652313406875393,0.18723452847853295
sentence-transformers/all-MiniLM-L6-v2,UMAP,DC,517,0.04011220378297709,0.9460699654109829,0.010289263902479608,0.1443698181170691
sentence-transformers/all-MiniLM-L6-v2,UMAP,HDBSCAN,7,0.1675250928410684,0.8248862727368903,0.047975072786196726,0.39284705763374334
sentence-transformers/all-MiniLM-L6-v2,UMAP,HDBSCAN,19,0.43003219769680584,0.9463252489153766,0.38834302333183474,0.6100559086446958
sentence-transformers/all-MiniLM-L6-v2,UMAP,HDBSCAN,58,0.25214667288341047,0.831591040346733,0.11772218503000297,0.533398042949085
sentence-transformers/all-MiniLM-L6-v2,UMAP,HDBSCAN,169,0.0851149506863697,0.25391045757567576,0.003279141999505999,0.11826256807524206
sentence-transformers/all-MiniLM-L6-v2,UMAP,HDBSCAN,517,0.03892910866226206,0.029631992398270836,2.9555948897131227e-05,0.00279892024097754
sentence-transformers/all-MiniLM-L6-v2,tSNE,Agglomerative,7,0.42324748693770436,0.18484856787749954,0.00031902474502155503,0.002434998002723975
sentence-transformers/all-MiniLM-L6-v2,tSNE,Agglomerative,19,0.23913733211130617,0.06950158777157665,-0.00014632201580959227,0.001437498304817707
sentence-transformers/all-MiniLM-L6-v2,tSNE,Agglomerative,58,0.13626513525521958,0.09704801235578377,0.0014927062012033946,0.04160869052211258
sentence-transformers/all-MiniLM-L6-v2,tSNE,Agglomerative,169,0.1126716654523227,0.6888878801782637,0.018926486455964054,0.34371167454306556
sentence-transformers/all-MiniLM-L6-v2,tSNE,Agglomerative,517,0.13723773380264495,0.9694896323947075,0.055464946503339545,0.39124573898899434
sentence-transformers/all-MiniLM-L6-v2,tSNE,DC,7,0.43317078103105894,0.5523522154459014,0.14511870362202953,0.2749112705578074
sentence-transformers/all-MiniLM-L6-v2,tSNE,DC,19,0.3046766651489286,0.8316055486505376,0.19529099516101256,0.43966540616535726
sentence-transformers/all-MiniLM-L6-v2,tSNE,DC,58,0.2851399408979501,0.9384134601557842,0.21769397871438267,0.5362341861170311
sentence-transformers/all-MiniLM-L6-v2,tSNE,DC,169,0.23599420863474058,0.979562977484761,0.19190499855511936,0.48153205216478207
sentence-transformers/all-MiniLM-L6-v2,tSNE,DC,517,0.2065930135805484,0.9939160303954221,0.16603515570455588,0.35011949539501414
sentence-transformers/all-MiniLM-L6-v2,tSNE,HDBSCAN,7,0.17144155227064264,0.82510014164058,0.05095161666090246,0.3578471865444163
sentence-transformers/all-MiniLM-L6-v2,tSNE,HDBSCAN,19,0.28142468330974973,0.9187476401479548,0.23829254744684591,0.49691236562139846
sentence-transformers/all-MiniLM-L6-v2,tSNE,HDBSCAN,58,0.14351479214645024,0.22552686582361917,0.006846504676689274,0.11727899138042273
sentence-transformers/all-MiniLM-L6-v2,tSNE,HDBSCAN,169,0.12501242028132736,0.8373008375842308,0.03474698871279956,0.34889201645763185
sentence-transformers/all-MiniLM-L6-v2,tSNE,HDBSCAN,517,0.036331426590066294,0.7978913247756407,0.003251411084823092,0.12735683806905407
